#Thorlabs FTS
[SpectrumHeader]
#Date;20251128
#Time;16353786
#GMTTime;19353786
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00311012
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;3.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9799.037109
#WnrMax;50982.906250
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.310000
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;0
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.960870056e+02;9.207631228e-04
1.962940979e+02;2.151419874e-03
1.965012054e+02;1.188297174e-03
1.967083282e+02;3.301816294e-03
1.969154510e+02;3.943898249e-03
1.971225891e+02;2.739994787e-03
1.973297424e+02;2.499214141e-03
1.975368958e+02;1.215050579e-03
1.977440643e+02;2.980775433e-03
1.979512482e+02;2.178173279e-03
1.981584320e+02;1.536091440e-03
1.983656311e+02;6.799824187e-04
1.985728455e+02;3.054347180e-04
1.987800751e+02;-8.182083839e-04
1.989873047e+02;-3.366470337e-04
1.991945496e+02;3.790065966e-05
1.994018097e+02;7.602426340e-04
1.996090698e+02;6.264756084e-04
1.998163452e+02;4.124483676e-04
2.000236359e+02;1.984210976e-04
2.002309418e+02;2.124666469e-03
2.004382477e+02;1.616351656e-03
2.006455688e+02;3.729870776e-03
2.008528900e+02;1.643105061e-03
2.010602417e+02;2.713241382e-03
2.012675934e+02;9.475165280e-04
2.014749451e+02;3.917144611e-03
2.016823273e+02;1.181608823e-04
2.018897095e+02;3.649610560e-03
2.020971069e+02;1.937392517e-03
2.023045044e+02;4.719746765e-03
2.025119171e+02;1.562844845e-03
2.027193451e+02;3.221556079e-03
2.029267883e+02;-9.787287563e-04
2.031342316e+02;4.659551778e-04
2.033416901e+02;1.181608823e-04
2.035491638e+02;1.429077820e-03
2.037566376e+02;-7.379481685e-04
2.039641418e+02;-3.098936286e-04
2.041716309e+02;-2.563868184e-04
2.043791504e+02;8.672562544e-04
2.045866699e+02;5.194619880e-04
2.047942047e+02;2.519279078e-04
2.050017548e+02;1.984210976e-04
2.052093048e+02;3.141295863e-03
2.054168701e+02;1.669858466e-03
2.056244507e+02;3.435583320e-03
2.058320312e+02;1.883885707e-03
2.060396423e+02;2.659734571e-03
2.062472534e+02;3.061035648e-03
2.064548645e+02;2.552720951e-03
2.066624908e+02;2.071159659e-03
2.068701324e+02;3.382076509e-03
2.070777893e+02;1.723365276e-03
2.072854462e+02;1.964146039e-03
2.074931335e+02;9.475165280e-04
2.077008057e+02;2.418953925e-03
2.079085083e+02;4.659551778e-04
2.081162109e+02;1.114725274e-05
2.083239288e+02;-1.761266030e-04
2.085316467e+02;4.659551778e-04
2.087393951e+02;-1.781331026e-03
2.089471436e+02;8.137494442e-04
2.091548920e+02;7.334892289e-04
2.093626709e+02;-9.519754094e-04
2.095704498e+02;6.264756084e-04
2.097782440e+02;5.462153931e-04
2.099860382e+02;-6.911296805e-05
2.101938629e+02;3.141295863e-03
2.104016724e+02;2.097913064e-03
2.106095123e+02;1.616351656e-03
2.108173523e+02;1.536091440e-03
2.110252075e+02;1.723365276e-03
2.112330780e+02;4.666239955e-03
2.114409637e+02;3.542596940e-03
2.116488495e+02;8.672562544e-04
2.118567505e+02;1.268557389e-03
2.120646515e+02;2.285186900e-03
2.122725677e+02;1.589598251e-03
2.124804993e+02;-3.901538439e-04
2.126884460e+02;-6.911296805e-05
2.128963928e+02;8.672562544e-04
2.131043549e+02;1.716676925e-04
2.133123322e+02;-9.252220043e-04
2.135203094e+02;1.589598251e-03
2.137283173e+02;6.264756084e-04
2.139363098e+02;1.616351656e-03
2.141443329e+02;2.499214141e-03
2.143523560e+02;3.321881522e-04
2.145603943e+02;9.475165280e-04
2.147684479e+02;4.478966352e-03
2.149765015e+02;7.334892289e-04
2.151845703e+02;2.204926684e-03
2.153926544e+02;1.643105061e-03
2.156007538e+02;2.659734571e-03
