#Thorlabs FTS
[SpectrumHeader]
#Date,20251128
#Time,19132164
#GMTTime,22132164
#Instrument,0
#InstrModel,CCS200
#Series,0
#InterferometerSerial,M00311012
#Type,emission
#ChannelIndex,0
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,650.000000
#TriggerMode,0
#AirMeasureOpt,0
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#WnrMin,9799.037109
#WnrMax,50982.906250
#Length,3648
#Resolution,0.0000000000e+00
#ADC,0
#InstrStatus,0
#RefLaserLocked,0
#ChannelIndex,0
#AttenuationFilter,0
#Stitched,0
#ExcitationWavelength_nm,0
#SoftwareVersion,3.310000
#FirmwareVersion,
#Motor_FirmwareVersion,
#ReconstructionAlgorithms_SoftwareVersion,
#Sensor_FirmwareVersion,
#InstrSeriesIdentifier,MUN_CCS_SERIES
#RefGainIndex,0
#RefSignalInPerecent,0.0
#BBRefGainIndex,0
#BBRefSignalInPerecent,0.0
#AutogainStatus,0
#Name,
#Comment,""
#ExtComment,""
#Source,
[Data]
1.960870056e+02,7.403846830e-03
1.962940979e+02,9.699902497e-03
1.965012054e+02,2.300022542e-02
1.967083282e+02,1.115593780e-02
1.969154510e+02,1.689607836e-02
1.971225891e+02,9.699902497e-03
1.973297424e+02,2.083717380e-03
1.975368958e+02,-3.516418859e-03
1.977440643e+02,1.006391179e-02
1.979512482e+02,6.983836647e-03
1.981584320e+02,-1.640373259e-03
1.983656311e+02,-9.732570499e-03
1.985728455e+02,-7.163507398e-04
1.987800751e+02,5.919810850e-03
1.989873047e+02,1.000791043e-02
1.991945496e+02,-1.272864267e-02
1.994018097e+02,1.831711270e-03
1.996090698e+02,6.871833932e-03
1.998163452e+02,-2.396391705e-03
2.000236359e+02,4.519776441e-03
2.002309418e+02,2.503727563e-03
2.004382477e+02,4.351772368e-03
2.006455688e+02,-3.628421575e-03
2.008528900e+02,1.465602312e-02
2.010602417e+02,7.851857692e-03
2.012675934e+02,2.419725526e-03
2.014749451e+02,1.457202155e-02
2.016823273e+02,-3.572420217e-03
2.018897095e+02,1.075692824e-03
2.020971069e+02,3.476751153e-04
2.023045044e+02,4.155767616e-03
2.025119171e+02,4.211768974e-03
2.027193451e+02,4.876785388e-04
2.029267883e+02,7.515849546e-03
2.031342316e+02,-4.496442620e-03
2.033416901e+02,1.165995002e-02
2.035491638e+02,2.503727563e-03
2.037566376e+02,3.231745213e-03
2.039641418e+02,6.871833932e-03
2.041716309e+02,-1.563371334e-04
2.043791504e+02,1.171595138e-02
2.045866699e+02,5.716806045e-04
2.047942047e+02,5.359797273e-03
2.050017548e+02,-5.952478386e-03
2.052093048e+02,1.546804328e-02
2.054168701e+02,1.411700970e-03
2.056244507e+02,5.331796594e-03
2.058320312e+02,1.586005278e-02
2.060396423e+02,-2.872403245e-03
2.062472534e+02,1.387200411e-02
2.064548645e+02,1.009191200e-02
2.066624908e+02,3.651755629e-03
2.068701324e+02,1.224796474e-02
2.070777893e+02,-2.620397136e-03
2.072854462e+02,-2.396391705e-03
2.074931335e+02,5.611803383e-03
2.077008057e+02,-3.964429721e-03
2.079085083e+02,-1.012458000e-02
2.081162109e+02,3.819759702e-03
2.083239288e+02,4.267770331e-03
2.085316467e+02,-1.612372580e-03
2.087393951e+02,1.495703007e-03
2.089471436e+02,5.639804062e-03
2.091548920e+02,-3.684422933e-03
2.093626709e+02,-2.312389668e-03
2.095704498e+02,6.899834611e-03
2.097782440e+02,-3.264412750e-03
2.099860382e+02,4.435774405e-03
2.101938629e+02,1.199595816e-02
2.104016724e+02,4.596778599e-04
2.106095123e+02,9.636901086e-04
2.108173523e+02,1.261197310e-02
2.110252075e+02,-8.563541924e-04
2.112330780e+02,7.823857479e-03
2.114409637e+02,1.177195273e-02
2.116488495e+02,1.294798218e-02
2.118567505e+02,-2.620397136e-03
2.120646515e+02,-7.268510293e-03
2.122725677e+02,1.656007022e-02
2.124804993e+02,1.327698934e-03
2.126884460e+02,9.867906570e-03
2.128963928e+02,1.327698934e-03
2.131043549e+02,2.363724168e-03
2.133123322e+02,2.638830803e-02
2.135203094e+02,9.895907715e-03
2.137283173e+02,-6.176483817e-03
2.139363098e+02,4.379773047e-03
2.141443329e+02,8.467872627e-03
2.143523560e+02,1.075692824e-03
2.145603943e+02,1.488002855e-02
2.147684479e+02,5.863809492e-03
2.149765015e+02,1.675607450e-02
2.151845703e+02,6.647828501e-03
2.153926544e+02,-4.468441941e-03
2.156007538e+02,1.328399032e-02
2.158088531e+02,-4.916452803e-03
2.160169678e+02,1.440401748e-02
2.162250824e+02,7.851857692e-03
2.164332123e+02,1.087593101e-02
2.166413574e+02,2.167719416e-03
2.168495178e+02,8.439872414e-03
2.170576782e+02,-1.220363076e-03
2.172658691e+02,3.623754950e-03
2.174740448e+02,-4.188435152e-03
2.176822510e+02,8.439872414e-03
2.178904572e+02,1.149194594e-02
2.180986786e+02,1.460002176e-02
2.183069000e+02,1.188395545e-02
2.185151520e+02,2.587729599e-03
2.187234039e+02,9.895907715e-03
2.189316559e+02,1.115593780e-02
2.191399384e+02,1.983615011e-02
2.193482208e+02,1.019691466e-03
2.195565186e+02,9.671902284e-03
2.197648163e+02,1.426401362e-02
2.199731293e+02,6.563826464e-03
2.201814575e+02,8.103864267e-03
2.203898010e+02,9.027886204e-03
2.205981445e+02,3.903761739e-03
2.208065033e+02,-1.752375974e-03
2.210148773e+02,-7.723521558e-04
2.212232513e+02,1.411700970e-03
2.214316406e+02,-5.728472956e-03
2.216400452e+02,1.719708554e-03
2.218484650e+02,1.277997810e-02
2.220568848e+02,6.451823749e-03
2.222653198e+02,1.829611138e-02
2.224737549e+02,9.916907875e-04
2.226822205e+02,1.566404849e-02
2.228906860e+02,1.025991607e-02
2.230991516e+02,1.846411638e-02
2.233076477e+02,2.251721453e-03
2.235161438e+02,1.191195659e-02
2.237246552e+02,1.915713307e-03
2.239331665e+02,1.378800254e-02
2.241416931e+02,1.474002562e-02
2.243502350e+02,1.966814511e-02
2.245587921e+02,-6.204484496e-03
2.247673492e+02,-2.564395778e-03
2.249759216e+02,3.735757666e-03
2.251845093e+02,-1.332365791e-03
2.253930969e+02,1.527203806e-02
2.256017151e+02,9.195890278e-03
2.258103180e+02,-4.692447372e-03
2.260189514e+02,1.608405821e-02
2.262275848e+02,8.327869698e-03
2.264362335e+02,6.276819622e-04
2.266448975e+02,1.131694182e-03
2.268535614e+02,9.923907928e-03
2.270622406e+02,-5.000454839e-03
2.272709351e+02,-6.883500610e-04
2.274796295e+02,7.263843436e-03
2.276883392e+02,1.039991993e-02
2.278970642e+02,1.859711949e-03
2.281058044e+02,-4.048431758e-03
2.283145447e+02,1.034391858e-02
2.285233002e+02,4.267770331e-03
2.287320557e+02,4.827784374e-03
2.289408417e+02,1.877212338e-02
2.291496277e+02,1.479602698e-02
2.293584137e+02,-1.024358207e-03
2.295672302e+02,4.596778599e-04
2.297760468e+02,3.147743177e-03
2.299848785e+02,9.895907715e-03
2.301937103e+02,-2.004382201e-03
2.304025726e+02,-7.772522513e-03
2.306114197e+02,-1.589271985e-02
2.308202972e+02,3.315747250e-03
2.310291748e+02,1.160394866e-02
2.312380676e+02,1.384400390e-02
2.314469757e+02,8.299868554e-03
2.316558990e+02,-3.516418859e-03
2.318648224e+02,3.567753593e-03
2.320737610e+02,1.233196631e-02
2.322826996e+02,8.551875129e-03
2.324916534e+02,3.455750644e-03
2.327006226e+02,9.447896853e-03
2.329096069e+02,3.791759023e-03
2.331185913e+02,-1.046058815e-02
2.333275909e+02,2.076017112e-02
2.335366058e+02,9.587899782e-03
2.337456207e+02,1.003591064e-02
2.339546661e+02,-8.843548712e-04
2.341636963e+02,1.101593487e-02
2.343727570e+02,4.295771010e-03
2.345818176e+02,8.103864267e-03
2.347908936e+02,3.791759023e-03
2.349999847e+02,1.541204192e-02
2.352090759e+02,-9.452563711e-03
2.354181824e+02,9.587899782e-03
2.356273041e+02,9.223891422e-03
2.358364258e+02,7.116839988e-04
2.360455627e+02,-8.556541987e-03
2.362547150e+02,3.343747929e-03
2.364638824e+02,9.727903642e-03
2.366730499e+02,-1.416367828e-03
2.368822327e+02,1.261197310e-02
2.370914154e+02,8.803880773e-03
2.373006287e+02,1.639206521e-02
2.375098419e+02,-1.640373259e-03
2.377190552e+02,1.131694182e-03
2.379282990e+02,1.815610938e-02
2.381375427e+02,8.523873985e-03
2.383468018e+02,5.499800667e-03
2.385560608e+02,6.451823749e-03
2.387653503e+02,-4.433441063e-05
2.389746246e+02,6.283819675e-03
2.391839294e+02,-5.196459591e-03
2.393932343e+02,4.043764900e-03
2.396025543e+02,6.199817639e-03
2.398118896e+02,1.672807336e-02
2.400212402e+02,1.717608422e-02
2.402305908e+02,5.163792521e-03
2.404399414e+02,-2.200386953e-03
2.406493225e+02,7.963860407e-03
2.408587036e+02,1.129594166e-02
2.410681000e+02,3.147743177e-03
2.412775116e+02,6.563826464e-03
2.414869232e+02,1.291998103e-02
2.416963501e+02,-5.672471132e-03
2.419057922e+02,8.271868341e-03
2.421152344e+02,4.239769652e-03
2.423246918e+02,1.448801905e-02
2.425341644e+02,8.635876700e-03
2.427436371e+02,1.759609394e-02
2.429531403e+02,3.091741819e-03
2.431626434e+02,8.467872627e-03
2.433721466e+02,-1.640373259e-03
2.435816650e+02,4.036765022e-04
2.437911987e+02,1.213596202e-02
2.440007477e+02,1.373200119e-02
2.442103119e+02,1.642006636e-02
2.444198761e+02,1.748409122e-02
2.446294403e+02,7.907859050e-03
2.448390350e+02,1.768009737e-02
2.450486298e+02,-6.064481102e-03
2.452582397e+02,7.151840720e-03
2.454678650e+02,1.418001205e-02
2.456774902e+02,2.587729599e-03
2.458871307e+02,-5.364463665e-03
2.460967865e+02,-2.816401888e-03
2.463064423e+02,1.034391858e-02
2.465161133e+02,8.243867196e-03
2.467257996e+02,-2.956405282e-03
2.469354858e+02,4.855785053e-03
2.471451874e+02,5.751806777e-03
2.473549042e+02,5.331796594e-03
2.475646362e+02,-5.056456197e-03
2.477743683e+02,2.335723490e-03
2.479841156e+02,3.595754271e-03
2.481938782e+02,9.447896853e-03
2.484036407e+02,-2.403391845e-04
2.486134186e+02,1.588805392e-02
2.488232117e+02,7.403846830e-03
2.490330048e+02,1.373200119e-02
2.492428284e+02,9.055887349e-03
2.494526367e+02,-1.283364545e-04
2.496624756e+02,1.597205549e-02
2.498723145e+02,9.783904999e-03
2.500821686e+02,1.073592808e-02
2.502920380e+02,8.719879203e-03
2.505019073e+02,1.331199054e-02
2.507117920e+02,4.127766937e-03
2.509216919e+02,1.415201090e-02
2.511315918e+02,-9.963575285e-04
2.513415222e+02,1.390000526e-02
2.515514374e+02,1.070792694e-02
2.517613831e+02,-8.136531338e-03
2.519713287e+02,-1.920380048e-03
2.521812897e+02,-1.836378011e-03
2.523912659e+02,-8.283535135e-04
2.526012421e+02,7.431847509e-03
2.528112335e+02,6.451823749e-03
2.530212402e+02,5.555802025e-03
2.532312469e+02,1.490802970e-02
2.534412689e+02,9.279892780e-03
2.536513062e+02,6.787831895e-03
2.538613586e+02,5.716806045e-04
2.540714111e+02,2.521228045e-02
2.542814789e+02,1.093193237e-02
2.544915466e+02,5.863809492e-03
2.547016449e+02,7.123840041e-03
