#Thorlabs FTS
[SpectrumHeader]
#Date;20251107
#Time;17574640
#GMTTime;20574640
#Instrument;0
#InstrModel;CCS200
#Series;0
#InterferometerSerial;M00311012
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;0.145000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;9799.037109
#WnrMax;50982.906250
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.310000
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;0
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
1.960870056e+02;1.908507111e-04
1.962940979e+02;2.268016571e-03
1.965012054e+02;1.762040192e-03
1.967083282e+02;7.500876673e-04
1.969154510e+02;1.708779600e-03
1.971225891e+02;2.667471534e-03
1.973297424e+02;3.493011696e-03
1.975368958e+02;1.575627946e-03
1.977440643e+02;3.120187204e-03
1.979512482e+02;3.732684767e-03
1.981584320e+02;3.413120750e-03
1.983656311e+02;4.451703746e-03
1.985728455e+02;1.921822201e-03
1.987800751e+02;1.149542630e-03
1.989873047e+02;1.415845938e-03
1.991945496e+02;-2.179248724e-03
1.994018097e+02;3.066926496e-03
1.996090698e+02;-1.833054470e-03
1.998163452e+02;2.960405080e-03
2.000236359e+02;1.602258300e-03
2.002309418e+02;1.335954992e-03
2.004382477e+02;1.016390976e-03
2.006455688e+02;3.519642167e-03
2.008528900e+02;1.282694284e-03
2.010602417e+02;2.987035550e-03
2.012675934e+02;3.253338858e-03
2.014749451e+02;4.345182329e-03
2.016823273e+02;2.081604209e-03
2.018897095e+02;2.347907517e-03
2.020971069e+02;3.812575713e-03
2.023045044e+02;4.158770200e-03
2.025119171e+02;3.013665788e-03
2.027193451e+02;4.025618546e-03
2.029267883e+02;7.500876673e-04
2.031342316e+02;2.028343501e-03
2.033416901e+02;1.362585230e-03
2.035491638e+02;1.229433576e-03
2.037566376e+02;1.921822201e-03
2.039641418e+02;3.386490513e-03
2.041716309e+02;-2.352345909e-04
